9	30	1	1
9	40	1	1
9	65	1	1
9	83	1	1
9	102	1	1
9	244	1	1
9	248	1	1
9	251	1	1
9	255	1	1
9	261	1	1
9	263	1	1
9	274	1	1
9	275	1	1
9	285	1	1
9	296	1	1
9	312	1	1
9	313	1	1
9	317	1	1
9	319	1	1
9	323	1	1
9	326	1	1
9	328	1	1
9	334	1	1
9	335	1	1
9	338	1	1
9	345	1	1
7	18	5	1
7	25	5	1
7	30	5	1
7	83	5	1
7	89	5	1
7	244	5	1
7	249	5	1
7	251	5	1
7	252	5	1
7	253	5	1
7	261	5	1
7	266	5	1
7	273	5	1
7	278	5	1
7	283	5	1
7	288	5	1
7	289	5	1
7	293	5	1
7	297	5	1
7	299	5	1
7	303	5	1
7	308	5	1
7	309	5	1
7	312	5	1
7	314	5	1
7	320	5	1
7	321	5	1
7	323	5	1
7	329	5	1
7	333	5	1
7	337	5	1
7	339	5	1
7	347	5	1
10	309	1	1
10	314	1	1
10	332	1	1
5	296	5	1
5	310	5	1
5	344	5	1
11	12	0	1
11	6	4	1
11	13	2	24
11	14	2	30
11	15	2	12
11	59	2	51
11	60	2	8
11	131	2	34
11	101	2	11
11	133	2	4
11	134	2	5
11	54	2	9
11	206	2	4
11	118	2	7
11	145	2	8
11	127	2	5
11	227	2	8
11	23	2	13
11	117	2	11
11	108	2	8
11	112	2	2
11	193	2	7
11	69	2	5
11	182	2	3
11	82	2	10
11	141	2	22
11	74	2	4
11	172	2	4
11	86	2	9
11	51	2	4
11	90	2	3
11	190	2	2
11	129	2	9
11	98	2	23
11	20	2	84
11	21	2	3
11	110	2	14
11	180	2	3
11	109	2	2
11	120	2	2
11	17	2	4
11	35	2	7
11	124	2	5
11	96	2	5
11	237	2	2
11	158	2	4
11	177	2	3
11	33	2	7
11	46	2	7
11	116	2	3
11	32	2	10
11	100	2	3
11	29	2	8
11	34	2	50
11	122	2	13
11	107	2	6
11	79	2	3
11	36	2	6
11	99	2	4
11	76	2	4
11	238	2	2
11	73	2	3
11	71	2	5
11	66	2	15
11	167	2	4
11	132	2	3
11	93	2	4
11	111	2	4
11	85	2	5
11	157	2	3
11	97	2	3
11	243	2	2
11	153	2	6
11	176	2	6
11	152	2	3
11	220	2	6
11	37	2	3
11	126	2	3
11	147	2	22
11	149	2	6
11	178	2	9
11	42	2	4
11	105	2	6
11	130	2	5
11	173	2	3
11	43	2	6
11	81	2	14
11	185	2	4
11	187	2	2
11	204	2	5
11	44	2	8
11	128	2	14
11	194	2	5
11	57	2	3
11	161	2	6
11	80	2	1
11	55	2	7
11	52	2	5
11	47	2	5
11	202	2	9
11	213	2	1
11	119	2	6
11	94	2	6
11	103	2	4
11	174	2	6
11	159	2	3
11	160	2	3
11	203	2	4
11	183	2	2
11	38	2	8
11	170	2	3
11	121	2	4
11	229	2	2
11	50	2	7
11	233	2	2
11	188	2	3
11	151	2	2
11	91	2	9
11	235	2	3
11	214	2	3
11	179	2	2
11	53	2	6
11	136	2	5
11	236	2	1
11	139	2	6
11	196	2	1
11	45	2	14
11	78	2	9
11	156	2	3
11	88	2	8
11	24	2	2
11	184	2	5
11	216	2	4
11	218	2	6
11	219	2	4
11	150	2	3
11	104	2	7
11	240	2	1
11	217	2	3
11	164	2	2
11	62	2	4
11	181	2	2
11	165	2	2
11	75	2	3
11	230	2	2
11	242	2	4
11	123	2	8
11	72	2	5
11	92	2	2
11	137	2	3
11	191	2	3
11	209	2	3
11	64	2	3
11	201	2	8
11	144	2	2
11	148	2	7
11	232	2	3
11	63	2	1
11	154	2	2
11	224	2	3
11	222	2	1
11	67	2	2
11	195	2	2
11	215	2	3
11	200	2	2
11	223	2	1
11	168	2	2
11	166	2	5
11	28	2	1
11	113	2	3
11	142	2	3
11	226	2	5
11	211	2	3
11	198	2	3
11	207	2	3
11	41	2	1
11	208	2	4
11	225	2	3
11	115	2	1
11	155	2	2
11	31	2	1
11	205	2	2
11	239	2	1
11	68	2	1
11	234	2	1
11	163	2	1
11	186	2	1
11	114	2	3
11	140	2	1
11	84	2	1
12	11	1	1
12	27	1	1
12	58	1	1
12	89	1	1
12	138	1	1
12	245	1	1
12	246	1	1
12	249	1	1
12	250	1	1
12	253	1	1
12	262	1	1
12	264	1	1
12	266	1	1
12	267	1	1
12	271	1	1
12	272	1	1
12	273	1	1
12	277	1	1
12	278	1	1
12	280	1	1
12	283	1	1
12	284	1	1
12	286	1	1
12	287	1	1
12	288	1	1
12	289	1	1
12	292	1	1
12	293	1	1
