9	10	0	1
9	5	4	1
9	11	2	1
10	9	1	1
10	96	1	1
10	99	1	1
10	190	1	1
5	9	5	1
5	86	5	1
5	88	5	1
5	96	5	1
5	97	5	1
5	105	5	1
5	115	5	1
5	158	5	1
5	164	5	1
5	167	5	1
5	168	5	1
5	196	5	1
5	249	5	1
11	9	3	1
12	13	0	1
12	6	4	1
12	14	2	1
12	15	2	1
12	16	2	1
12	17	2	1
12	18	2	5
12	19	2	1
12	20	2	1
12	21	2	2
12	22	2	1
12	23	2	1
12	24	2	4
12	25	2	1
12	26	2	1
12	27	2	1
12	28	2	1
12	232	2	1
12	233	2	1
12	234	2	1
12	235	2	1
12	236	2	2
12	237	2	2
12	238	2	1
12	239	2	1
13	12	1	1
13	52	1	1
13	56	1	1
13	63	1	1
13	68	1	1
13	72	1	1
13	75	1	1
13	108	1	1
13	115	1	1
13	123	1	1
13	127	1	1
13	141	1	1
13	156	1	1
13	157	1	1
13	158	1	1
13	180	1	1
13	181	1	1
13	196	1	1
13	211	1	1
13	218	1	1
13	224	1	1
13	228	1	1
13	230	1	1
6	12	5	1
6	45	5	1
6	47	5	1
6	63	5	1
6	72	5	1
6	84	5	1
6	91	5	1
6	108	5	1
6	139	5	1
6	141	5	1
6	142	5	1
6	151	5	1
6	156	5	1
6	157	5	1
6	179	5	1
6	180	5	1
6	181	5	1
6	201	5	1
6	203	5	1
6	213	5	1
6	218	5	1
6	228	5	1
6	230	5	1
6	240	5	1
6	241	5	1
14	12	3	1
14	15	6	1
14	16	6	1
14	17	6	1
14	18	6	5
14	19	6	1
14	20	6	1
14	21	6	2
14	22	6	1
14	23	6	1
14	24	6	2
14	25	6	1
14	26	6	1
14	27	6	1
14	28	6	1
15	12	3	1
15	14	6	1
15	16	6	1
15	17	6	1
15	18	6	5
15	19	6	1
15	20	6	1
15	21	6	2
15	22	6	1
15	23	6	1
15	24	6	2
15	25	6	1
15	26	6	1
15	27	6	1
15	28	6	1
16	12	3	1
16	14	6	1
16	15	6	1
16	17	6	1
16	18	6	5
16	19	6	1
16	20	6	1
16	21	6	2
16	22	6	1
16	23	6	1
16	24	6	2
16	25	6	1
16	26	6	1
16	27	6	1
16	28	6	1
17	12	3	1
17	14	6	1
17	15	6	1
17	16	6	1
17	18	6	5
17	19	6	1
17	20	6	1
17	21	6	2
17	22	6	1
17	23	6	1
17	24	6	2
17	25	6	1
17	26	6	1
17	27	6	1
17	28	6	1
18	12	3	5
18	14	6	5
18	15	6	5
18	16	6	5
18	17	6	5
18	19	6	5
18	20	6	5
18	21	6	10
18	22	6	5
18	23	6	5
18	24	6	10
18	25	6	5
18	26	6	5
18	27	6	5
18	28	6	5
19	12	3	1
19	14	6	1
19	15	6	1
19	16	6	1
19	17	6	1
19	18	6	5
19	20	6	1
19	21	6	2
19	22	6	1
19	23	6	1
19	24	6	2
19	25	6	1
19	26	6	1
19	27	6	1
19	28	6	1
20	12	3	1
20	14	6	1
20	15	6	1
20	16	6	1
20	17	6	1
20	18	6	5
20	19	6	1
20	21	6	2
20	22	6	1
20	23	6	1
20	24	6	2
20	25	6	1
20	26	6	1
20	27	6	1
20	28	6	1
21	12	3	2
21	14	6	2
21	15	6	2
21	16	6	2
21	17	6	2
21	18	6	10
21	19	6	2
21	20	6	2
21	22	6	2
21	23	6	2
21	24	6	4
21	25	6	2
21	26	6	2
21	27	6	2
21	28	6	2
22	12	3	1
22	14	6	1
22	15	6	1
22	16	6	1
22	17	6	1
22	18	6	5
22	19	6	1
22	20	6	1
22	21	6	2
22	23	6	1
22	24	6	2
22	25	6	1
22	26	6	1
22	27	6	1
22	28	6	1
23	12	3	1
23	14	6	1
23	15	6	1
23	16	6	1
23	17	6	1
23	18	6	5
23	19	6	1
23	20	6	1
23	21	6	2
23	22	6	1
23	24	6	2
23	25	6	1
23	26	6	1
23	27	6	1
23	28	6	1
24	12	3	4
24	14	6	2
24	15	6	2
24	16	6	2
24	17	6	2
24	18	6	10
24	19	6	2
24	20	6	2
24	21	6	4
24	22	6	2
24	23	6	2
24	25	6	2
24	26	6	2
24	27	6	2
24	28	6	2
24	232	6	2
24	233	6	2
24	234	6	2
24	235	6	2
24	236	6	4
24	237	6	4
24	238	6	2
24	239	6	2
25	12	3	1
25	14	6	1
25	15	6	1
25	16	6	1
25	17	6	1
25	18	6	5
25	19	6	1
25	20	6	1
25	21	6	2
25	22	6	1
25	23	6	1
25	24	6	2
25	26	6	1
25	27	6	1
25	28	6	1
26	12	3	1
26	14	6	1
26	15	6	1
26	16	6	1
26	17	6	1
26	18	6	5
26	19	6	1
26	20	6	1
26	21	6	2
26	22	6	1
26	23	6	1
26	24	6	2
26	25	6	1
26	27	6	1
26	28	6	1
27	12	3	1
27	14	6	1
27	15	6	1
27	16	6	1
27	17	6	1
27	18	6	5
27	19	6	1
27	20	6	1
27	21	6	2
27	22	6	1
27	23	6	1
27	24	6	2
27	25	6	1
27	26	6	1
27	28	6	1
28	12	3	1
28	14	6	1
28	15	6	1
28	16	6	1
28	17	6	1
28	18	6	5
28	19	6	1
28	20	6	1
28	21	6	2
28	22	6	1
28	23	6	1
28	24	6	2
28	25	6	1
28	26	6	1
28	27	6	1
29	30	0	1
29	4	4	1
29	31	2	1
29	32	2	1
29	33	2	1
30	29	1	1
30	84	1	1
30	105	1	1
30	201	1	1
30	248	1	1
4	29	5	1
4	56	5	1
4	59	5	1
4	99	5	1
4	119	5	1
4	146	5	1
4	172	5	1
4	190	5	1
4	243	5	1
31	29	3	1
31	32	6	1
31	33	6	1
32	29	3	1
32	31	6	1
32	33	6	1
33	29	3	1
33	31	6	1
33	32	6	1
34	35	0	1
34	7	4	1
35	34	1	1
35	164	1	1
35	168	1	1
35	241	1	1
7	34	5	1
7	36	5	1
7	52	5	1
7	54	5	1
7	68	5	1
7	75	5	1
7	78	5	1
7	127	5	1
7	132	5	1
7	248	5	1
36	37	0	1
36	7	4	1
36	38	2	1
36	39	2	1
36	40	2	1
36	41	2	1
36	42	2	1
36	43	2	1
36	44	2	1
37	36	1	1
37	45	1	1
37	78	1	1
37	91	1	1
37	97	1	1
37	142	1	1
37	167	1	1
37	203	1	1
37	240	1	1
37	249	1	1
38	36	3	1
38	39	6	1
38	40	6	1
38	41	6	1
38	42	6	1
38	43	6	1
38	44	6	1
39	36	3	1
39	38	6	1
39	40	6	1
39	41	6	1
39	42	6	1
39	43	6	1
39	44	6	1
40	36	3	1
40	38	6	1
40	39	6	1
40	41	6	1
40	42	6	1
40	43	6	1
40	44	6	1
41	36	3	1
41	38	6	1
