14	doug smith	3	1
25	sam gallagher	3	4
42	college baseball	3	0
48	joe smith	3	3
61	rhys williams	3	4
78	claude larose	3	2
96	harry williams	3	1
98	boston aztec	3	8
26	steve wood	3	1
105	michael green	3	5
107	sterling bailey	3	5
109	craig smith	3	2
120	michael bradley	3	1
149	jordan reed	3	4
189	jack hill	3	4
192	patrick murray	3	4
33	jay simpson	3	1
202	john hobbs	3	3
204	steve smith	3	1
207	jim cunningham	3	4
224	john miller	3	1
225	david carter	3	6
230	ronnie harris	3	7
233	eric morris	3	4
235	michael bennett	3	1
242	cleveland rams	3	8
246	wayne andrews	3	4
247	dallas texans	3	8
267	john morgan	3	1
283	bob johnson	3	1
286	alexander egger	3	4
288	david johnson	3	1
69	jack robinson	3	1
301	lance lewis	3	4
307	danny murphy	3	4
309	volleyball	3	0
322	david lee	3	1
336	aaron davis	3	7
345	juan castillo	3	3
356	mike jones	3	1
357	kris brown	3	5
14	doug smith	3	1
368	mike smith	3	1
375	frank parker	3	4
389	john moore	3	1
400	ken jackson	3	3
407	eric brown	3	4
247	dallas texans	3	8
422	calvin brock	3	7
426	billy davis	3	1
288	david johnson	3	1
439	andrea tabanelli	3	4
448	david bingham	3	4
451	josh anderson	3	1
452	albert johnson	3	4
458	jitender kumar	3	7
468	john smith	3	1
471	miami dolphins	3	0
204	steve smith	3	1
485	mark ellis	3	4
486	jonathan williams	3	1
488	park jae-hong	3	4
498	abdoulaye coulibaly	3	4
511	alex brown	3	4
513	buffalo bisons	3	0
516	john cooke	3	4
517	john hughes	3	4
521	david thompson	3	1
529	john brown	3	1
532	manny ramirez	3	3
102	mike johnson	3	1
540	chris smith	3	1
547	santos fc	3	8
549	ibrahim keita	3	4
102	mike johnson	3	1
561	oklahoma city blazers	3	10
417	dave smith	3	3
569	kansas city cowboys	3	9
573	corinthian f.c.	3	8
575	john littlefield	3	3
577	dave clarke	3	4
381	richmond virginians	3	0
582	steve brown	3	3
583	john martin	3	4
584	andy robinson	3	4
595	steve hargrave	3	1
597	carolina mudcats	3	0
618	tommy davis	3	3
620	chris scott	3	4
634	marcus johansson	3	2
552	chris brown	3	1
583	john martin	3	4
643	reggie williams	3	4
645	mark brown	3	1
651	john foster	3	4
652	john watson	3	7
371	jack ryan	3	1
665	mike york	3	2
667	ben johnson	3	4
668	phil edwards	3	1
671	jesse campbell	3	4
681	henry jones	3	4
685	joe greene	3	7
690	mamadou barry	3	4
144	vladimir smirnov	3	1
699	denver dynamite	3	8
700	baltimore blast	3	8
708	travis williams	3	5
713	michael proctor	3	4
714	paul taylor	3	4
715	josh freeman	3	4
576	austin lewis	3	1
721	ryan smith	3	1
726	john wilson	3	4
307	danny murphy	3	4
735	gary jones	3	1
746	sean taylor	3	4
747	aleksandr kozlov	3	5
468	john smith	3	1
751	jon harris	3	4
752	john white	3	4
760	wang tao	3	4
761	sandy ferguson	3	7
763	john scott	3	2
766	peter wright	3	1
724	mike reilly	3	1
32	andy brown	3	1
777	jamie smith	3	1
779	jamal lewis	3	4
784	david richards	3	4
785	james washington	3	4
786	john jones	3	5
224	john miller	3	1
489	matt williams	3	3
48	joe smith	3	3
798	justin williams	3	4
802	dave martin	3	4
803	philadelphia athletics	3	0
805	joakim karlsson	3	4
827	anthony cook	3	4
829	bob davis	3	1
830	bill bentley	3	4
831	michael scott	3	1
836	gary cooper	3	3
643	reggie williams	3	4
842	billy smith	3	4
843	scott mcdonald	3	4
400	ken jackson	3	3
844	jeremy smith	3	2
847	john green	3	1
850	johnny wilson	3	7
852	terry wells	3	4
317	bobby jones	3	4
854	billy matthews	3	4
857	roanoke valley rebels	3	0
866	kris davis	3	5
204	steve smith	3	1
868	scott campbell	3	3
571	milwaukee brewers	3	0
873	pedro mendes	3	4
876	eric williams	3	1
877	matt wilson	3	4
878	new york americans	3	0
881	corey williams	3	4
288	david johnson	3	1
583	john martin	3	4
721	ryan smith	3	1
486	jonathan williams	3	1
911	josh harris	3	1
912	jermaine anderson	3	1
842	billy smith	3	4
918	kyle jones	3	4
919	shaun smith	3	4
921	coventry united f.c.	3	8
924	albert evans	3	4
925	william james	3	4
521	david thompson	3	1
926	imre kiss	3	4
927	ray cosey	3	3
932	mike morgan	3	1
